"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Short note","Advanced note","Quotes","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description","Date added"
"7525704","9780692254196","2022","Top 100 Books Poster,Jugendroman,Klassiker",0,"2022-12-08","2022-12-08",84,1,2.5,,,"","Die Kleine Meerjungfrau (Mit Originalen Illustrationen)",,"de","Juvenile Fiction","Hans Christian Andersen","Hans Christian Andersen,Vilhelm Pedersen,Helen Stratton","","","","","Hythloday Press",84,"2014-07-10","paperback",,,,,,,,,,"Nach dem Speichern einen Prinzen vor dem Ertrinken, umarmt eine Meerjungfrau Prinzessin ein Leben in extremer Selbstaufopferung, die Liebe des Prinzen und eine unsterbliche Seele zu gewinnen. Mehr als ein Jahrhundert nach seiner ersten Veröffentlichung, bleibt Hans Christian Andersens Die kleine Meerjungfrau als einer der weltweit nachhaltigsten Werken der Fantasie für Kinder. Diese Edition vereint die berühmte Übersetzung von Julius Rauscher mit zwei Sätzen von klassischen Grafiken: die Kupferstiche von Vilhelm Pedersen von der dänischen Originalausgabe und den Illustrationen von Helen Stratton aus den Märchen von Hans Christian Andersen. Beide bieten eine schöne und dramatische visuelle Ergänzung zu dieser ergreifenden Geschichte der Liebe.","2022-12-08"
"7501943","9783981500189","2022","Fantasy",0,"2022-12-05","2022-12-07",245,1,4,,,"","Das Drachenlied","Ein Nibelungen-Roman","de","Fiction","Kai Meyer","","","","","","MiMe books",245,"2012-06-11",,,,,,,,,,,"Zwerg Alberich, der Hüter des Nibelungenhortes, ist verzweifelt. Der grausame Siegfried hat ihm die Tarnkappe geraubt. Doch wie soll Alberich ohne sein magisches Werkzeug den Schatz im Hohlen Berg bewachen? Es gibt nur eine Lösung: Er muss eine neue Magie finden. Zusammen mit seinem Gefährten, dem alten Mütterchen Mitternacht und dem Hunnenkrieger Löwenzahn, macht sich der Zwerg auf die Suche. Es heißt, Siegfried habe den letzten Drachen erschlagen, um durch dessen Blut unverwundbar zu werden. Alberich beschließt, es ihm gleichzutun: Er will im Drachenblut baden - und seinen Erzfeind zum Schwertkampf fordern.","2022-12-05"
"5854301","9783423263191","2022","Fantasy",0,"2022-11-29","2022-12-05",480,1,3.5,,,"","Das Erbe des Weißen Wolfs: Magische Geschichten aus der Welt des Hexers","Magische Geschichten aus der Welt des Hexers","de","Adventure,Short Stories,Travel & Holiday Guides","Marcin Zwierzchowski,Piotr Jedliński,Beatryze Nowicka,Sobiesław Kolanowski,Nadia Gasik,Katarzyna Gielicz,Barbara Szeląg,Przemysław Gul,Tomasz Zliczewski,Andrzej W. Sawicki,Michał Smyk,Jacek Wróbel","","Erik Simon","Danuta Górska,Mirosław Kowalski","","","dtv",480,"2022-06-15","paperback",,,,,,,,,,"Eine Hommage an den Hexer

Hexer Geralt hat nicht nur ein weltbekanntes Computerspiel und eine Netflix-Serie inspiriert, sondern auch 11 polnische Autorinnen und Autoren zu eigenen Geschichten. Sie haben den Hexer-Kosmos weitergedacht und weitererzählt.

»Es gibt nur einen Hexer. Sein Schöpfer ist Andrzej Sapkowski. Wir wollen ihn nicht ersetzen, sondern ihm huldigen. Am besten tun wir das durch eigenes Schöpfertum. Im vorliegenden Buch werden Sie Geralts, Rittersporne, Lamberts, Coëns und die Yennefer von der Anthologie finden. Sie alle sind, wenn auch keine Kinder Andrzej Sapkowkis, so doch mit seinem Werk im Sinn erschaffen.« (Aus dem Vorwort)
(Beschreibung von Thalia)","2022-11-29"
"7454737","9783453319417","2022","Fantasy",0,,"2022-06-11",540,1,4,,,"","Die Königin der Schatten (Die Tearling-Saga, #1)",,"de","","Erika Johansen","","Kathrin Wolf","","","","Heyne",540,"2018-05-14","paperback","The Queen of the Tearling",1,,,,,,,,"Ein Königreich, das seit vielen Jahren von mächtigen Feinden bedroht wird. Eine junge Herrscherin, die von einem Tag auf den anderen die Verantwortung für Tausende von Menschen übernehmen muss. Und eine uralte Magie, die das Potenzial in sich birgt, ganze Welten zu retten oder zu zerstören ... Für Kelasea Raleigh ist nichts so, wie es sein sollte: Sie hat nie darum gebeten, mit neunzehn Jahren die Königin eines bettelarmen Landes zu werden. Niemand hat sie auf den Hass, der ihr am eigenen Hof entgegenschlägt, vorbereitet. Und nie hätte sie gedacht, dass zwei grundverschiedene Männer die Zukunft ihrer Regentschaft mitbestimmen werden. Hin zum Licht oder hin zum Dunkel ...","2022-11-28"
"4416883","9780648850915","2022","Fantasy",0,,"2022-04-01",318,1,3.5,,,"","Raven: Reawakening","Reawakening","en","Adventure,Fantasy","Mitchell Hogan","","","","","","Crucible Press",318,"2021-11-16","paperback","The Demonic Designs",1,,,,,,,,"A woman transformed by the blood of demons.
Deadly beyond reckoning.

Raven was once a member of the Grim Hand, a group of demonically altered assassins - until she staged her own death and began a new life free from brutality and murder.

But some secrets refuse to stay buried, and the past is reluctant to loosen its grip on those who hide from it.

When faceless assassins strike, Raven must return to a world of intrigue and violence, if only to save herself. Alone, trapped, and fighting a vengeful enemy that easily outmatches even Raven’s demon-hybrid abilities, she is forced to seek help from the man she once loved.

A man with a revelation that will shake Raven to the core and change her world forever.","2022-11-28"
"3210319","9783952361214","2022","Fantasy",0,,"2022-03-01",688,1,,,,"","Die Rückkehr der Wirker (Das Lied der Macht #1)","Das Lied der Macht - Band 1","de","","Thomas Vaucher","","","","","","Riverfield Verlag GmbH",688,"2021-06-18","paperback","Das Lied der Macht",1,,,,,,,,"Eine Zeit des Feuers und des Schwertes, eine Zeit für Helden! Denn der Feind trägt eine Uniform aus Blut, eine Waffe aus Leid – und sein Herz kennt kein Erbarmen. Die fremden Krieger kommen von jenseits des Großen Ozeans, greifen ohne Vorwarnung und Erbarmen an. Zum Entsetzen aller werden sie von jenen begleitet, die seit Hunderten von Jahren ausgerottet schienen und deren Macht übermenschlich ist: den Wirkern. In dieser schweren Stunde versammeln sich die Könige des Darischen Kaiserreichs, um den Invasoren gegenüberzutreten. Aber der Feind kommt nicht nur von außen: Meuchler und Intriganten versuchen den bevorstehenden Krieg zu nutzen, haben ihre eigenen Pläne von Macht und Reichtum. In diesen düsteren Sog geraten drei Menschen: Arken, der Meisterdieb, der ein Geheimnis mit sich herumträgt, das er selbst nicht kennt, Rune, die junge Ritterin der Schwesternschaft des Göttlichen Greifens, deren Glaube bis in die Grundfesten erschüttert wird, und der alternde Kriegsherr Valor, Held unzähliger Schlachten, der vor der größten Herausforderung seines langen Lebens steht. Drei Schicksale, geheimnisvoll miteinander verwoben. Ohne es zu ahnen, halten sie mehr als nur die Zukunft des Kaiserreichs in den Händen …","2022-11-28"
"3145073","9783453318113","2022","Fantasy",0,,"2022-09-15",1200,1,4.5,,,"","Der Prinz der Wüste (Demon Cycle, #7)","Roman","de","Fiction In Translation","Peter V. Brett","","","","","","Heyne Verlag",1200,"2021-10-11","paperback","Dämonenzyklus",7,,,,,,,,"A brand-new epic fantasy adventure set in the beloved world of the Demon Cycle, following a new generation of heroes, from New York Times bestselling author Peter V. Brett

Fifteen years have passed since the end of the war with demons, creatures of darkness who have hunted the night and plagued humanity since time out of mind. The heroes of humanity’s hour of need have become legend, and those who remain struggle to escape their shadows.

Olive Paper and Darin Bales have grown up in this new peaceful world. Demons have been all but destroyed, but dangers still lurk for the children of heroes.

Olive, Princess of Hollow, has her entire life planned out by her mother, Duchess Leesha Paper: a steady march on a checklist to prepare her for succession. The more her mother writes the script, the more Olive rails against playing the parts she is assigned.

Darin faces challenges of a different kind. Though free to choose his own path, the weight of legacy hangs heavy around his shoulders. It isn’t easy being the son of the man people say saved the world. Everyone expects greatness from Darin, but the only thing he’s ever been great at is hiding.

But when Olive and Darin step across the wards one night, they learn the demons are not all gone, and those that remain hunger for revenge. Events are set in motion that only prophecy can foresee as Olive and Darin seek to find their own places in the world in time to save it again.","2022-11-28"
"1127108","9783734161872","2022","Fantasy",0,,"2022-07-14",960,1,,,,"","Der Schwarze Thron: Die Schwestern / Die Königin: Zwei Romane in einem Band",,"de","","Kendare Blake","","","","","","Blanvalet Taschenbuch Verlag",960,"2019-03-18","paperback","Der schwarze Thron",1,,,,,,,,"Drei Schwestern. Drei magische Talente. Nur eine Krone.

Sie sind Schwestern. Sie sind Drillinge, die Töchter der Königin. Jede von ihnen hat das Recht auf den Thron des Inselreichs Fennbirn, aber nur eine kann ihn besteigen. Katharine und Arsinoe wurden mit verschiedenen magischen Talenten geboren — doch nur, wer diese auch beherrscht, kann die anderen Schwestern besiegen und die Herrschaft antreten. Vorher aber müssen sie ein grausames Ritual bestehen. Doch damit eine von ihnen die Herrschaft erlangen kann, muss sie ihre beiden Schwestern eigenhändig töten. Und während zwei von ihnen noch gegen ihre Bestimmung rebellieren, schreckt die Dritte auf dem Weg zur Krone vor nichts zurück …","2022-11-28"
"3332522","9783734163067","2022","Fantasy",0,,"2022-07-01",1008,1,,,,"","Der Schwarze Thron - Die Kriegerin / Die Göttin","Zwei Romane in einem Band","de","Fiction In Translation","Kendare Blake","","","","","","Blanvalet Taschenbuchverl",1008,"2021-06-21","paperback","Der schwarze Thron",,,,,,,,,,"2022-11-28"
"600592","9783453319592","2022","Fantasy",0,,"2022-06-27",608,1,3,,,"","Der verborgene Thron (Die Tearling-Saga, #3)",,"de","","Erika Johansen","","Sabine Thiele","","","","Heyne",608,"2018-09-10","paperback","The Queen of the Tearling",3,,,,,,,,"Kelsea Glynn hat sich als wahre Herrscherin erwiesen. Um ihr Land vor einer schrecklichen Invasion durch das Nachbarreich Mortmesne zu schützen, hat sie sich in die Hände ihrer größten Feindin begeben: der Roten Königin. Doch damit nicht genug, die Rote Königin ist inzwischen auch im Besitz von Kelseas wertvollen Saphiren. Sollte es ihr gelingen, sich deren Magie zu bemächtigen, ist ganz Tearling dem Untergang geweiht. Während Mace als Regent auf dem Thron von Tearling fieberhaft an einem Plan arbeitet, um Kelsea aus den Kerkern der Roten Königin zu befreien, kommt es im finsteren Mortmesne zum finalen Showdown zwischen den beiden Königinnen …","2022-11-28"
"1397835","9783453319585","2022","Fantasy",0,,"2022-06-20",608,1,3.5,,,"","Der dunkle Schwur (Die Tearling-Saga, #2)",,"de","","Erika Johansen","","Sabine Thiele","","","","Heyne",608,"2018-07-09","paperback","The Queen of the Tearling",2,,,,,,,,"Seit Kelsea Glynn ihr rechtmäßiges Erbe angetreten hat, ist in Tearling ein Zeitalter der Menschlichkeit und der Gerechtigkeit angebrochen. Doch mit der Roten Königin des Nachbarreiches Mortmesne hat sich Kelsea eine ebenso mächtige wie gefährliche Feindin gemacht: Unaufhaltsam marschiert die gewaltige Mort-Armee auf die Grenzen Tearlings zu. Noch während Kelsea versucht, einen Krieg zu verhindern, den sie nicht gewinnen kann, kommt sie einem Geheimnis aus der Vergangenheit auf die Spur – einem Geheimnis, das das Schicksal Tearlings für immer verändern wird . . .","2022-11-28"
"7453107","9783551313690","2022","Fantasy,Jugendroman",0,"2022-08-17","2022-09-07",2048,1,3,,,"","Percy Jackson: Komplette Reihe",,"de","Fiction","Rick Riordan","","","","","","Carlsen Verlag GmbH",2048,"2016-10-20","paperback","Percy Jackson and the Olympians",1,,,,,,,,"All five novels in the bestselling, blockbuster Percy Jackson series, collected in one stunning digital edition.

I was just a normal kid, going to school, playing basketball, skateboarding. The usual. Until I accidentally vaporized my maths teacher. <

'Look, I didn't want to be a Half-Blood. I never asked to be the son of a Greek God.'

Percy Jackson: The Complete Series includes all five novels in the action-packed, electrifying series from Rick Riordan: The Lightning Thief, The Sea of Monsters, The Titan's Curse, The Battle of the Labyrinth, and The Last Olympian.

Now I spend my time battling monsters and generally trying to stay alive.

Angry Gods. Cannibal Giants. Ancient Labyrinths. Untold Evils. It's not easy being a demigod.","2022-11-28"
"7443081","9783734162305","2022","Fantasy",0,,"2022-11-20",588,1,4.5,,,"","Der Zorn des Gottes (Der dunkle Krieg von Midkemia, 3)","Roman","de","Fiction In Translation","Raymond Feist","","","","","","Blanvalet Taschenbuchverl",588,"2020-01-01","paperback","Midkemia Epik",14,,,,,,,,,"2022-11-27"
"7443072","9783734162299","2022","Fantasy",0,,"2022-11-10",442,1,4,,,"","Ins Reich der Finsternis (Der dunkle Krieg von Midkemia, #2)","Roman","de","Fiction In Translation","Raymond Feist","","","","","","Blanvalet Taschenbuchverl",442,"2019-01-01","paperback","Midkemia Epik",13,,,,,,,,,"2022-11-27"
"7443048","9783734162282","2022","Fantasy",0,,"2022-11-06",478,1,4,,,"","Der Flug der Nachtfalken (Der dunkle Krieg von Midkemia,#1)","Roman","de","Fiction In Translation","Raymond Feist","","","","","","Blanvalet Taschenbuchverl",478,"2019-01-01","paperback","Midkemia Epik",12,,,,,,,,,"2022-11-27"
"7443028","9783734162183","2022","Fantasy",0,,"2022-10-30",416,1,4,,,"","Konklave der Schatten (Die Erben von Midkemia, #3)",,"de","Fiction In Translation","Raymond Feist","","","","","","Blanvalet Taschenbuchverl",416,"2019-08-19","paperback","Midkemia Epik",11,,,,,,,,,"2022-11-27"
"3499152","9783734162152","2022","Fantasy",0,,"2022-10-27",448,1,4,,,"","König der Füchse (Die Erben von Midkemia, #2)",,"de","Fiction In Translation","Raymond Feist","","","","","","Blanvalet Taschenbuchverl",448,"2019-06-18","paperback","Midkemia Epik",10,,,,,,,,"In the mountains of Midkemia,
a boy came brutally of age in blood and
in terror. And now he lives for one
purpose alone ... revenge!

An exceptionally skilled swordsman, young Tal Hawkins was the only survivor of the massacre of his village -- rescued, recruited, and trained by the mysterious order of magicians and spies, the Conclave of Shadows. Now one of the secret society's most valuable agents, he gains entrance into the court of Duke Olasko, the bloodthirsty and powerful despot whose armies put Tal's village to the sword, by posing as a nobleman from the distant Kingdom of the Isles. But the enemy is cunning and well protected -- in league with the foul necromancer Leso Varen, dark master of death-magic -- and to gain the Duke's trust and confidence, Tal Hawkins must first sell his soul.","2022-11-27"
"7442999","9783734162138","2022","Fantasy",0,,"2022-10-25",478,1,4.5,,,"","Der Silberfalke (Die Erben von Midkemia, #1)",,"de","Fiction In Translation","Raymond Feist","","","","","","Blanvalet Taschenbuchverl",478,,"paperback","Midkemia Epik",9,,,,,,,,"Evil has come to a distant land high among the snow-capped mountains of Midkemia, as an exterminating army wearing the colors of the Duke of Olasko razes village after village, slaughtering men, women, and children without mercy. And when the carnage is done, only one survivor remains: a young boy named Kieli. A youth no longer, there is now but one road for him to travel: the path of vengeance. And he will not be alone. Under the tutelage of the rescuers who discovered him, Kieli will be molded into a sure and pitiless weapon. And he will accept the destiny that has been chosen for him ... as Talon of the Silver Hawk.

But the prey he so earnestly stalks is hunting him as well. And Talon must swear allegiance to a shadowy cause that already binds his mysterious benefactors -- or his mission, his honor,and his life will be lost forever.","2022-11-27"
"7442990","9783734161803","2022","Fantasy",0,,"2022-10-17",352,1,4.5,,,"","Die zersplitterte Krone (Die Schlangenkrieg-Saga, #4)","Die zersplitterte Krone","de","Fiction In Translation","Raymond Feist","","","","","","Blanvalet Taschenbuchverl",352,"2019-01-21","paperback","Midkemia Epik",8,,,,,,,,,"2022-11-27"
"7442975","9783734161797","2022","Fantasy",0,,"2022-10-12",842,1,4,,,"","Dämonenkönig (Die Schlangenkriegsaga , #3)","Dämonenkönig","de","","Raymond E. Feist","","Andreas Helweg","","","","blanvalet",842,"2018-11-19","paperback","Midkemia Epik",7,,,,,,,,"Die Smaragdkönigin ist zurück und bedroht den Frieden in Midkemia. Eine brutale Invasion der Schlangenmenschen von Novindus unter dem Befehl der mächtigen Königin steht kurz bevor. Die Angreifer sind auf der Suche nach dem magischen Stein des Lebens und wollen ihn um jeden Preis in ihre Gewalt bringen. Am Vorabend des Krieges entdeckt der Magier Pug zusammen mit dem befreundeten Krieger Tomas, dass weit mehr als nur der Frieden Midkemias auf dem Spiel steht …","2022-11-27"
"614026","9783734161629","2022","Fantasy",0,,"2022-10-03",638,1,3.5,,,"","Herr der Münzen (Die Schlangenkrieg-Saga, #2)",,"de","","Raymond E. Feist","","Andreas Helweg","","","","blanvalet",638,"2016-06-01","paperback","Midkemia Epik",6,,,,,,,,"Roo kehrt als geachteter Kriegsheld aus der Schlacht gegen die Schlangen ins Zivilleben zurück. Er ist nun ein freier Mann und beschließt, sein Glück in der Hauptstadt Krondor zu versuchen. Roo strebt nach Reichtum und will eines Tages der mächtigste Händler Midkemias werden. Der Weg nach oben erweist sich als steinig und gefährlich, aber schließlich gelingt es ihm, in Krondor Partner des Händlers Grindle zu werden. Da wird dieser plötzlich tot aufgefunden, auf brutale Weise ermordet. Doch auch die Vergangenheit lässt Roo nicht los, denn der Krieg ist noch nicht vorbei ...","2022-11-27"
"614034","9783734161612","2022","Fantasy",0,,"2022-09-26",669,1,4,,,"","Schattenkönigin (Die Schlangenkrieg-Saga, #1)","Schattenkönigin","de","Science Fiction","Raymond E. Feist","","Susanne Gerold","","","","blanvalet",669,"2016-06-01","paperback","Midkemia Epik",5,,,,,,,,"Die Schattenkönigin sammelt eine Armee von unglaublicher Größe und Kraft um sich, um Midkemia dem Erdboden gleich zu machen. Sie hat eine Geheimwaffe: die schlangenartigen Pantathianer, die überall Angst und Schrecken verbreiten. Der junge Schmied Erik von Darkmoor und sein Freund Roo geraten unfreiwillig in den Krieg mit den Reptilienwesen und befinden sich plötzlich im Herzen einer mörderischen Schlacht ...","2022-11-27"
"4648646","9783847901037","2022","Fantasy,Jugendroman",0,,"2022-07-17",240,1,3.5,,,"","Sternwanderer","Roman","de","Fantasy,Fiction In Translation","Neil Gaiman","","","","","","Eichborn Verlag",240,"2022-02-25","paperback",,,,,,,,,,,"2022-11-27"
"930314","9783596704194","2022","Gegenwartsliteratur",0,,"2022-08-04",480,1,3,,,"","Der Wal und das Ende der Welt","Roman","de","","John Ironmonger","","Poets, Maria,Schnettler, Tobias","","","","FISCHER Taschenbuch",480,"2020-03-24","paperback",,,,,,,,,,"Erst wird ein junger Mann angespült, und dann strandet der Wal. Die dreihundertsieben Bewohner des Fischerdorfs St. Piran spüren sofort: Hier beginnt etwas Sonderbares. Doch keiner ahnt, wie existentiell ihre Gemeinschaft bedroht ist. So wie das ganze Land. Und vielleicht die ganze Welt. Weil alles mit allem zusammenhängt.

John Ironmonger erzählt eine mitreißende Geschichte über das, was uns als Menschheit zusammenhält. Und stellt die wichtigen Fragen: Wissen wir genug über die Zusammenhänge unserer globalisierten Welt? Und wie können wir gut handeln, wenn alles auf dem Spiel steht?","2022-11-27"
"7433686","9783963587498","2022","Fantasy",0,,"2022-07-01",400,1,,,,"","Solo Leveling Roman 02",,"de","","Chugong","","Jiye Josephine Lee","","","","altraverse",400,"2021-06-18","hardcover","Solo Leveling Novel",2,,,,,,,,"Als Portale begannen, die Welt mit Dungeons voller Monster zu verbinden, sind Menschen mit speziellen Fähigkeiten erwacht. Sie sind als Hunter bekannt und ihre Aufgabe ist es, die Dungeons unschädlich zu machen, bevor ihre Bewohner in die Welt eindringen können.

Durch Jin-Woos Kraft zu leveln werden die Dungeons für ihn zwar einfacher, doch schnell bemerkt er, dass er sich auch vor anderen Menschen hüten muss. So bleiben seine Erfolge nicht unbemerkt und eine der größten Gilden Südkoreas wird auf ihn aufmerksam.","2022-11-26"
"6985340","9783963587542","2022","Fantasy",0,,"2022-11-01",400,1,,,,"","Solo Leveling Roman 07",,"de","","Chugong","","Melina Honnef","","","","Altraverse GmbH",400,"2022-09-19","hardcover","Solo Leveling Novel",7,,,,,,,,"Die ganze Welt ist in Aufruhr, denn ein mächtiger Hunter nach dem anderen wird von Unbekannten getötet. Jin-Woo kennt jedoch die wahre Identität der Angreifer: die Monarchen. Sie bereiten ihre Großoffensive gegen die Erde vor und auch Jin-Woo muss sich vorsehen. Schließlich steht er ganz oben auf ihrer Liste.","2022-11-26"
"5770067","9783963587535","2022","Fantasy",0,,"2022-10-01",400,1,,,,"","Solo Leveling Roman 06",,"de","","Chugong","","Melina Honnef","","","","altraverse",400,"2022-06-20","hardcover","Solo Leveling Novel",6,,,,,,,,"Als Portale begannen, die Welt mit Dungeons voller Monster zu verbinden, sind Menschen mit speziellen Fähigkeiten erwacht. Sie sind als Hunter bekannt und ihre Aufgabe ist es, die Dungeons unschädlich zu machen, bevor ihr Bewohner in die Welt eindringen können.

Jin-Woo ist es gelungen, den Tempel von Karthenon zu bezwingen, und er weiß nun, was es mit seinen Kräften auf sich hat. Zurück in Seoul erfährt er jedoch, dass ein außer Kontrolle geratenes S-Rang-Gate Japan zu zerstören droht. Nur er kann die Katastrophe noch aufhalten.","2022-11-26"
"4731990","9783963587528","2022","Fantasy",0,,"2022-07-01",400,1,,,,"","Solo Leveling Roman 05",,"de","","Chugong","","","","","","Altraverse GmbH",400,"2022-03-21","hardcover","Solo Leveling Novel",5,,,,,,,,,"2022-11-26"
"3717066","9783963587511","2022","Fantasy",0,,"2022-07-01",400,1,,,,"","Solo Leveling Roman 04",,"de","","Chugong","","","","","","Altraverse GmbH",400,"2021-12-10","hardcover","Solo Leveling Novel",4,,,,,,,,,"2022-11-26"
"3238894","9783963587504","2022","Fantasy",0,,"2022-07-01",400,1,,,,"","Solo Leveling Roman 03",,"de","","Chugong","","Melina Honnef","","","","altraverse",400,"2021-10-22","hardcover","Solo Leveling Novel",3,,,,,,,,"Als Portale begannen, die Welt mit Dungeons voller Monster zu verbinden, sind Menschen mit speziellen Fähigkeiten erwacht. Sie sind als Hunter bekannt und ihre Aufgabe ist es, die Dungeons unschädlich zu machen, bevor ihre Bewohner in die Welt eindringen können.

Nachdem Jin-Woo durch das Bewältigen etlicher Dungeons unbestreitbar stärker geworden ist, will er seinen Rang neu evaluieren und endlich aufsteigen. Er hofft, so neue Vorteile als Hunter genießen zu können. Doch stattdessen zieht er ungewollte Aufmerksamkeit auf sich.","2022-11-26"
"1882281","9783963587160","2022","Fantasy",0,,"2022-07-01",400,1,,,,"","Solo Leveling Roman 01",,"de","","Chugong","","Melino Honnoef","","","","altraverse",400,"2021-03-19","hardcover","Solo Leveling Novel",1,,,,,,,,"Als Portale begannen, die Welt mit Dungeons voller Monstern zu verbinden, sind Menschen mit speziellen Fähigkeiten erwacht. Sie sind als Hunter bekannt und ihre Aufgabe ist es, die Dungeons unschädlich zu machen, bevor ihre Bewohner in die Welt eindringen können.

Jin-Woo Sung ist einer von ihnen, aber er wird von seinen Kollegen immer nur als Schwächling bezeichnet. Während eines Auftrags stolpert er mit seiner Gruppe in eine Falle. Sein Tod scheint unausweichlich, doch plötzlich erwacht eine Kraft in ihm: die Kraft des Levelns.","2022-11-26"
"7429046","9783426526866","2022","Science Fiction",0,,"2022-02-09",608,1,4.5,,,"","Skyward - Der Ruf der Sterne","Roman","de","Space Opera","Brandon Sanderson","","","","","","Knaur TB",608,"2021-08-02","paperback",,,,,,,,,,"Wo alle Chancen enden, beginnt die Hoffnung:
das packende Science-Fiction-Abenteuer von Bestseller-Autor Brandon Sanderson über die Kraft der Hoffnung und eine zu allem entschlossene junge Frau

Seit Hunderten von Jahren wird die Welt der jungen Spensa von den Krell angegriffen – nur die Flotte der Raumschiff-Piloten steht noch zwischen den überlegenen Aliens und und den letzten Menschen.
Hoch oben bei den Sternen als Pilotin ihre Heimat zu schützen ist alles, wovon Spensa jemals geträumt hat. Doch ihre Chancen dafür stehen gleich null: Spensas Vater gilt als Verräter, seit der Pilot urplötzlich sein Team im Stich gelassen hatte und dabei getötet worden war. Jedoch könnte eine unerwartete Wendung Spensa, allen Widerständen zum Trotz, doch noch hinauf zu den Sternen führen ...

Mit Spensa hat Bestseller-Autor Brandon Sanderson eine ebenso einfallsreiche wie furchtlose junge Heldin geschaffen. »Skyward« ist ein Science-Fiction-Abenteuer in bester Blockbuster-Manier.","2022-11-26"
"259442","9783499150616","2022","Top 100 Books Poster,Gegenwartsliteratur",0,,"2022-11-26",350,1,2,,,"","Einer flog über das Kuckucksnest",,"de","Classics","Ken Kesey","","","","","","Rowohlt Taschenbuch Verlag GmbH",350,"1991-01-01","paperback",,,,,,,"Fehnbuch","undefined 12.00","2022-11-10","Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy – the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates. His struggle is seen through the eyes of Chief Bromden, a seemingly mute half-Indian patient who understands McMurphy's heroic attempt to do battle with the powers that keep them imprisoned. Ken Kesey's extraordinary first novel is an exuberant, ribald and devastatingly honest portrayal of the boundaries between sanity and madness.","2022-11-25"
"639815","9783570403235","2022","Top 100 Books Poster,Gegenwartsliteratur",0,,"2022-01-12",587,1,3.5,,,"","Die Bücherdiebin",,"en","","Markus Zusak","","","","","",,587,"2015-01-12",,,,,,,,,,,,"2022-11-25"
"7426242","9783458357612","2022","Top 100 Books Poster,Gegenwartsliteratur,Philosophie,Klassiker",0,,"2022-01-13",135,1,2,,,"","Die Kunst Des Krieges",,"de","Literary Studies: Classical, Early & Medieval,Theory Of Warfare & Military Science","Wu Sun","","","","","","Insel Verlag GmbH",135,"2011-01-01","paperback",,,,,,,,,,,"2022-11-25"
"159912","9783499240362","2022","Gegenwartsliteratur",0,,"2022-01-05",667,1,3.5,,,"","Der Wolkenatlas","Roman","de","","David Mitchell","","Volker Oldenburg","","","","Rohwolt",667,"2007-01-01","paperback",,,,,,,,,,"Sechs Lebenswege, die sich unmöglich kreuzen können: darunter ein amerikanischer Anwalt, der um 1850 Ozeanien erforscht, ein britischer Komponist, der 1931 vor seinen Gläubigern nach Belgien flieht, und ein koreanischer Klon, der in der Zukunft wegen des Verbrechens angeklagt wird, ein Mensch sein zu wollen. Und dennoch sind diese Geschichten miteinander verwoben. Mitchells originelle Menschheitsgeschichte katapultiert den Leser durch Räume, Zeiten, Genres und Erzählstile und liest sich dabei so leicht und fesselnd wie ein Abenteuerroman.","2022-11-25"
"654160","9783499247408","2022","Top 100 Books Poster,Fantasy,Philosophie,Klassiker",0,,"2022-02-06",448,1,1,,,"","Die Odyssee",,"de","","Homer","","Schadewaldt, Wolfgang","","","","Rowohlt Taschenbuch",448,"2008-06-02","paperback",,,,,,,,,,"This poem mainly centers on the Greek hero Odysseus (or Ulysses, as he was known in Roman myths) and his long journey home following the fall of Troy. It takes Odysseus ten years to reach Ithaca after the ten-year Trojan War.[2] In his absence, it is assumed he has died, and his wife Penelope and son Telemachus must deal with a group of unruly suitors, called Proci, competing for Penelope's hand in marriage.","2022-11-25"
"113552","9783518366820","2022","Top 100 Books Poster,Gegenwartsliteratur,Philosophie,Klassiker",0,,"2022-08-15",128,1,4,,,"","Siddhartha",,"de","Contemporary Fiction","Hermann Hesse","","","","","","Suhrkamp Verlag",128,"1995-01-01","paperback",,,,,,,,,,"Siddhartha, die Legende von der Selbstbefreiung eines jungen Menschen aus familiärer und gesellschaftlicher Fremdbestimmung zu einem selbständigen Leben, zeigt, dass Erkenntnis nicht durch Lehren zu vermitteln ist, sondern nur durch eigene Erfahrung erworben werden kann.","2022-11-25"
